id,topic,book,text
doc_54,stoic_philosophy,On_the_Nature_of_Things_Lucretius,"of true reason they retire. For whatsoever through the waters fall, Or through thin air, must quicken their descent, Each after its weight--on this account, because Both bulk of water and the subtle air By no means can retard each thing alike, But give more quick before the heavier weight; But contrariwise the empty void cannot, On any side, at any time, to aught Oppose resistance, but will ever yield, True to its bent of nature. Wherefore all, With equal speed, though equal not in weight, Must rush, borne downward through the still inane. Thus ne'er at all have heavier from above Been swift to strike the lighter, gendering strokes Which cause those divers motions, by whose means Nature transacts her work. And so I say, The atoms must a little swerve at times-- But only the least, lest we should seem to feign Motions oblique, and fact refute us there. For this we see forthwith is manifest: Whatever the weight, it can't obliquely go, Down on its headlong journey from above, At least so far as thou canst mark; but who Is there can mark by sense that naught can swerve At all aside from off its road's straight line? Again, if ev'r all motions are co-linked, And from the old ever arise the new In fixed order, and primordial seeds Produce not by their swerving some new start Of motion to sunder the covenants of fate, That cause succeed not cause from everlasting, Whence this free will for creatures o'er the lands, Whence is it wrested from the fates,--this will Whereby we step right forward where desire Leads each man on, whereby the same we swerve In motions, not as at some fixed time, Nor at some fixed line of space, but where The mind itself has urged? For out of doubt In these affairs 'tis each man's will itself That gives the start, and hence throughout our limbs Incipient motions are diffused. Again, Dost thou not see, when, at a point of time, The bars are opened, how the eager strength Of horses cannot forward break as soon As pants their mind to do? For it behooves That all the stock of matter, through the frame, Be roused, in order that, through every joint, Aroused, it press and follow mind's desire; So thus thou seest initial motion's gendered From out the heart, aye, verily, proceeds First from the spirit's will, whence at the last 'Tis given forth through joints and body entire. Quite otherwise it is, when forth we move, Impelled by a blow of another's mighty powers And mighty urge; for then 'tis clear enough All matter of our total body goes, Hurried along, against our own desire-- Until the will has pulled upon the reins And checked it back, throughout our members all; At whose arbitrament indeed sometimes The stock of matter's forced to change its path, Throughout our members and throughout our joints, And, after being forward cast, to be Reined up, whereat it settles back again. So seest thou not, how, though external force Drive men before, and often make them move, Onward against desire, and headlong snatched, Yet is there something in these breasts of ours Strong to combat, strong to withstand the same?-- Wherefore no less within the primal seeds Thou must admit, besides all blows and weight, Some other cause of motion, whence derives This power in us inborn, of some free act.-- Since naught from nothing can become, we see. For weight prevents all things should come to pass Through blows, as 'twere, by some external force; But that"
doc_55,political_economy,Wealth_of_Nations_Smith,"these and twenty other absurd regulations of commerce; and this security was perfected by the Revolution, much about the same time that the bounty was established. The natural effort of every individual to better his own condition, when suffered to exert itself with freedom and security, is so powerful a principle, that it is alone, and without any assistance, not only capable of carrying on the society to wealth and prosperity, but of surmounting a hundred impertinent obstructions, with which the folly of human laws too often encumbers its operations: though the effect of those obstructions is always, more or less, either to encroach upon its freedom, or to diminish its security. In Great Britain industry is perfectly secure; and though it is far from being perfectly free, it is as free or freer than in any other part of Europe. Though the period of the greatest prosperity and improvement of Great Britain has been posterior to that system of laws which is connected with the bounty, we must not upon that account, impute it to those laws. It has been posterior likewise to the national debt; but the national debt has most assuredly not been the cause of it. Though the system of laws which is connected with the bounty, has exactly the same tendency with the practice of Spain and Portugal, to lower somewhat the value of the precious metals in the country where it takes place; yet Great Britain is certainly one of the richest countries in Europe, while Spain and Portugal are perhaps amongst the most beggarly. This difference of situation, however, may easily be accounted for from two different causes. First, the tax in Spain, the prohibition in Portugal of exporting gold and silver, and the vigilant police which watches over the execution of those laws, must, in two very poor countries, which between them import annually upwards of six millions sterling, operate not only more directly, but much more forcibly, in reducing the value of those metals there, than the corn laws can do in Great Britain. And, secondly, this bad policy is not in those countries counterbalanced by the general liberty and security of the people. Industry is there neither free nor secure; and the civil and ecclesiastical governments of both Spain and Portugal are such as would alone be sufficient to perpetuate their present state of poverty, even though their regulations of commerce were as wise as the greatest part of them are absurd and foolish. The 13th of the present king, c. 43, seems to have established a new system with regard to the corn laws, in many respects better than the ancient one, but in one or two respects perhaps not quite so good. By this statute, the high duties upon importation for home consumption are taken off, so soon as the price of middling wheat rises to 48s. the quarter; that of middling rye, pease, or beans, to 32s.; that of barley to 24s.; and that of oats to 16s.; and instead of them, a small duty is imposed of only 6d upon the quarter of wheat, and upon that or other grain in proportion. With regard to all those different sorts of grain, but particularly with regard to wheat, the home market is thus opened to foreign supplies, at prices considerably lower than before. By the same statute, the old bounty of 5s. upon the exportation of wheat, ceases so soon as the price rises to 44s. the quarter, instead of 48s. the price at which it ceased before; that of 2s:6d. upon the exportation of barley, ceases"
doc_56,political_economy,Rights_of_Man_Paine,"necessary for the purpose can be drawn from the excise collections, which are made eight times a year in every market town in England. Having now arranged and concluded this subject, I proceed to the next. Taking the present current expenses at seven millions and an half, which is the least amount they are now at, there will remain (after the sum of one million and an half be taken for the new current expenses and four millions for the before-mentioned service) the sum of two millions; part of which to be applied as follows: Though fleets and armies, by an alliance with France, will, in a great measure, become useless, yet the persons who have devoted themselves to those services, and have thereby unfitted themselves for other lines of life, are not to be sufferers by the means that make others happy. They are a different description of men from those who form or hang about a court. A part of the army will remain, at least for some years, and also of the navy, for which a provision is already made in the former part of this plan of one million, which is almost half a million more than the peace establishment of the army and navy in the prodigal times of Charles the Second. Suppose, then, fifteen thousand soldiers to be disbanded, and that an allowance be made to each of three shillings a week during life, clear of all deductions, to be paid in the same manner as the Chelsea College pensioners are paid, and for them to return to their trades and their friends; and also that an addition of fifteen thousand sixpences per week be made to the pay of the soldiers who shall remain; the annual expenses will be: To the pay of fifteen thousand disbanded soldiers at three shillings per week L117,000 Additional pay to the remaining soldiers 19,500 Suppose that the pay to the officers of the disbanded corps be the same amount as sum allowed to the men 117,000 -------- L253,500 To prevent bulky estimations, admit the same sum to the disbanded navy as to the army, and the same increase of pay 253,500 -------- Total L507,000 Every year some part of this sum of half a million (I omit the odd seven thousand pounds for the purpose of keeping the account unembarrassed) will fall in, and the whole of it in time, as it is on the ground of life annuities, except the increased pay of twenty-nine thousand pounds. As it falls in, part of the taxes may be taken off; and as, for instance, when thirty thousand pounds fall in, the duty on hops may be wholly taken off; and as other parts fall in, the duties on candles and soap may be lessened, till at last they will totally cease. There now remains at least one million and a half of surplus taxes. The tax on houses and windows is one of those direct taxes, which, like the poor-rates, is not confounded with trade; and, when taken off, the relief will be instantly felt. This tax falls heavy on the middle class of people. The amount of this tax, by the returns of 1788, was: Houses and windows: L s. d. By the act of 1766 385,459 11 7 By the act be 1779 130,739 14 5 1/2 ---------------------- Total 516,199 6 0 1/2 If this tax be struck off, there will then remain about one million of surplus taxes; and as it is always proper to keep a sum in reserve, for incidental matters, it may"
doc_57,political_economy,Wealth_of_Nations_Smith,"the legislature that the prosperity of the nation depended upon the success and extension of their particular business. They have not only obtained a monopoly against the consumers, by an absolute prohibition of importing woollen cloths from any foreign country; but they have likewise obtained another monopoly against the sheep farmers and growers of wool, by a similar prohibition of the exportation of live sheep and wool. The severity of many of the laws which have been enacted for the security of the revenue is very justly complained of, as imposing heavy penalties upon actions which, antecedent to the statutes that declared them to be crimes, had always been understood to be innocent. But the cruellest of our revenue laws, I will venture to affirm, are mild and gentle, in comparison to some of those which the clamour of our merchants and manufacturers has extorted from the legislature, for the support of their own absurd and oppressive monopolies. Like the laws of Draco, these laws may be said to be all written in blood. By the 8th of Elizabeth, chap. 3, the exporter of sheep, lambs, or rams, was for the first offence, to forfeit all his goods for ever, to suffer a year’s imprisonment, and then to have his left hand cut off in a market town, upon a market day, to be there nailed up; and for the second offence, to be adjudged a felon, and to suffer death accordingly. To prevent the breed of our sheep from being propagated in foreign countries, seems to have been the object of this law. By the 13th and 14th of Charles II. chap. 18, the exportation of wool was made felony, and the exporter subjected to the same penalties and forfeitures as a felon. For the honour of the national humanity, it is to be hoped that neither of these statutes was ever executed. The first of them, however, so far as I know, has never been directly repealed, and serjeant Hawkins seems to consider it as still in force. It may, however, perhaps be considered as virtually repealed by the 12th of Charles II. chap. 32, sect. 3, which, without expressly taking away the penalties imposed by former statutes, imposes a new penalty, viz. that of 20s. for every sheep exported, or attempted to be exported, together with the forfeiture of the sheep, and of the owner’s share of the sheep. The second of them was expressly repealed by the 7th and 8th of William III. chap. 28, sect. 4, by which it is declared that “Whereas the statute of the 13th and 14th of king Charles II. made against the exportation of wool, among other things in the said act mentioned, doth enact the same to be deemed felony, by the severity of which penalty the prosecution of offenders hath not been so effectually put in execution; be it therefore enacted, by the authority aforesaid, that so much of the said act, which relates to the making the said offence felony, be repealed and made void.” The penalties, however, which are either imposed by this milder statute, or which, though imposed by former statutes, are not repealed by this one, are still sufficiently severe. Besides the forfeiture of the goods, the exporter incurs the penalty of 3s. for every pound weight of wool, either exported or attempted to be exported, that is, about four or five times the value. Any merchant, or other person convicted of this offence, is disabled from requiring any debt or account belonging to him from any factor or other person. Let his fortune"
doc_58,ancient_history,Parallel_Lives_Plutarch,"be attacked, Timoleon divided his forces into three parts, and fell himself upon the side where the river Anapus ran, which was most strong and difficult of access; and he commanded those that were led by Isias, a Corinthian captain, to make their assault from the post of Acradina, while Dinarchus and Demaretus, that brought him the last supply from Corinth, were, with a third division, to attempt the quarter called Epipolae. A considerable impression being made from every side at once, the soldiers of Hicetes were beaten off and put to flight; and this, -- that the city came to be taken by storm, and fall suddenly into their hands, upon the defeat and rout of the enemy, -- we must in all justice ascribe to the valor of the assailants, and the wise conduct of their general; but that not so much as a man of the Corinthians was either slain or wounded in the action, this the good fortune of Timoleon seems to challenge for her own work, as though, in a sort of rivalry with his own personal exertions, she made it her aim to exceed and obscure his actions by her favors, that those who heard him commended for his noble deeds might rather admire the happiness, than the merit of them. For the fame of what was done not only passed through all Sicily, and filled Italy with wonder, but even Greece itself, after a few days, came to ring with the greatness of his exploit; insomuch that those of Corinth, who had as yet no certainty that their auxiliaries were landed on the island, had tidings brought them at the same time that they were safe and were conquerors. In so prosperous a course did affairs run, and such was the speed and celerity of execution with which fortune, as with a new ornament, set off the native lustres of the performance. Timoleon, being master of the citadel, avoided the error which Dion had been guilty of. He spared not the place for the beauty and sumptuousness of its fabric, and, keeping clear of those suspicions which occasioned first the unpopularity and afterwards the fall of Dion, made a public crier give notice, that all the Syracusans who were willing to have a hand in the work, should bring pick-axes and mattocks, and other instruments, and help him to demolish the fortifications of the tyrants. When they all came up with one accord, looking upon that order and that day as the surest foundation of their liberty, they not only pulled down the castle, but overturned the palaces and monuments adjoining, and whatever else might preserve any memory of former tyrants. Having soon leveled and cleared the place, he there presently erected courts for administration of justice, gratifying the citizens by this means, and building popular government on the fall and ruin of tyranny. But since he had recovered a city destitute of inhabitants, some of them dead in civil wars and insurrections, and others being fled to escape tyrants, so that through solitude and want of people the great marketplace of Syracuse was overgrown with such quantity of rank herbage that it became a pasture for their horses, the grooms lying along in the grass as they fed by them; while also other towns, very few excepted, were become full of stags and wild boars, so that those who had nothing else to do went frequently a hunting, and found game in the suburbs and about the walls; and not one of those who had possessed themselves of castles, or made garrisons"
doc_59,political_economy,Wealth_of_Nations_Smith,"currency of a small state, such as Genoa or Hamburg, can seldom consist altogether in its own coin, but must be made up, in a great measure, of the coins of all the neighbouring states with which its inhabitants have a continual intercourse. Such a state, therefore, by reforming its coin, will not always be able to reform its currency. If foreign bills of exchange are paid in this currency, the uncertain value of any sum, of what is in its own nature so uncertain, must render the exchange always very much against such a state, its currency being in all foreign states necessarily valued even below what it is worth. In order to remedy the inconvenience to which this disadvantageous exchange must have subjected their merchants, such small states, when they began to attend to the interest of trade, have frequently enacted that foreign bills of exchange of a certain value should be paid, not in common currency, but by an order upon, or by a transfer in the books of a certain bank, established upon the credit, and under the protection of the state, this bank being always obliged to pay, in good and true money, exactly according to the standard of the state. The banks of Venice, Genoa, Amsterdam, Hamburg, and Nuremberg, seem to have been all originally established with this view, though some of them may have afterwards been made subservient to other purposes. The money of such banks, being better than the common currency of the country, necessarily bore an agio, which was greater or smaller, according as the currency was supposed to be more or less degraded below the standard of the state. The agio of the bank of Hamburg, for example, which is said to be commonly about fourteen per cent. is the supposed difference between the good standard money of the state, and the clipt, worn, and diminished currency, poured into it from all the neighbouring states. Before 1609, the great quantity of clipt and worn foreign coin which the extensive trade of Amsterdam brought from all parts of Europe, reduced the value of its currency about nine per cent. below that of good money fresh from the mint. Such money no sooner appeared, than it was melted down or carried away, as it always is in such circumstances. The merchants, with plenty of currency, could not always find a sufficient quantity of good money to pay their bills of exchange; and the value of those bills, in spite of several regulations which were made to prevent it, became in a great measure uncertain. In order to remedy these inconveniencies, a bank was established in 1609, under the guarantee of the city. This bank received both foreign coin, and the light and worn coin of the country, at its real intrinsic value in the good standard money of the country, deducting only so much as was necessary for defraying the expense of coinage and the other necessary expense of management. For the value which remained after this small deduction was made, it gave a credit in its books. This credit was called bank money, which, as it represented money exactly according to the standard of the mint, was always of the same real value, and intrinsically worth more than current money. It was at the same time enacted, that all bills drawn upon or negotiated at Amsterdam, of the value of 600 guilders and upwards, should be paid in bank money, which at once took away all uncertainty in the value of those bills. Every merchant, in consequence of this regulation, was"
doc_60,stoic_philosophy,On_the_Nature_of_Things_Lucretius,"in turn with those same maladies With which have sickened in the past those men Whom nature hath removed from life. ***** gain, Whatever abides eternal must indeed Either repel all strokes, because 'tis made Of solid body, and permit no entrance Of aught with power to sunder from within The parts compact--as are those seeds of stuff Whose nature we've exhibited before; Or else be able to endure through time For this: because they are from blows exempt, As is the void, the which abides untouched, Unsmit by any stroke; or else because There is no room around, whereto things can, As 'twere, depart in dissolution all,-- Even as the sum of sums eternal is, Without or place beyond whereto things may Asunder fly, or bodies which can smite, And thus dissolve them by the blows of might. But not of solid body, as I've shown, Exists the nature of the world, because In things is intermingled there a void; Nor is the world yet as the void, nor are, Moreover, bodies lacking which, percase, Rising from out the infinite, can fell With fury-whirlwinds all this sum of things, Or bring upon them other cataclysm Of peril strange; and yonder, too, abides The infinite space and the profound abyss-- Whereinto, lo, the ramparts of the world Can yet be shivered. Or some other power Can pound upon them till they perish all. Thus is the door of doom, O nowise barred Against the sky, against the sun and earth And deep-sea waters, but wide open stands And gloats upon them, monstrous and agape. Wherefore, again, 'tis needful to confess That these same things are born in time; for things Which are of mortal body could indeed Never from infinite past until to-day Have spurned the multitudinous assaults Of the immeasurable aeons old. Again, since battle so fiercely one with other The four most mighty members the world, Aroused in an all unholy war, Seest not that there may be for them an end Of the long strife?--Or when the skiey sun And all the heat have won dominion o'er The sucked-up waters all?--And this they try Still to accomplish, though as yet they fail,-- For so aboundingly the streams supply New store of waters that 'tis rather they Who menace the world with inundations vast From forth the unplumbed chasms of the sea. But vain--since winds (that over-sweep amain) And skiey sun (that with his rays dissolves) Do minish the level seas and trust their power To dry up all, before the waters can Arrive at the end of their endeavouring. Breathing such vasty warfare, they contend In balanced strife the one with other still Concerning mighty issues,--though indeed The fire was once the more victorious, And once--as goes the tale--the water won A kingdom in the fields. For fire o'ermastered And licked up many things and burnt away, What time the impetuous horses of the Sun Snatched Phaethon headlong from his skiey road Down the whole ether and over all the lands. But the omnipotent Father in keen wrath Then with the sudden smite of thunderbolt Did hurl the mighty-minded hero off Those horses to the earth. And Sol, his sire, Meeting him as he fell, caught up in hand The ever-blazing lampion of the world, And drave together the pell-mell horses there And yoked them all a-tremble, and amain, Steering them over along their own old road, Restored the cosmos,--as forsooth we hear From songs of ancient poets of the Greeks-- A tale too far away from truth, meseems. For fire can win when from the infinite"
doc_61,stoic_philosophy,Nicomachean_Ethics_Aristotle,"we can for it. First then this must be noted, that it is the nature of such things to be spoiled by defect and excess; as we see in the case of health and strength (since for the illustration of things which cannot be seen we must use those that can), for excessive training impairs the strength as well as deficient: meat and drink, in like manner, in too great or too small quantities, impair the health: while in due proportion they cause, increase, and preserve it. Thus it is therefore with the habits of perfected Self-Mastery and Courage and the rest of the Virtues: for the man who flies from and fears all things, and never stands up against anything, comes to be a coward; and he who fears nothing, but goes at everything, comes to be rash. In like manner too, he that tastes of every pleasure and abstains from none comes to lose all self-control; while he who avoids all, as do the dull and clownish, comes as it were to lose his faculties of perception: that is to say, the habits of perfected Self-Mastery and Courage are spoiled by the excess and defect, but by the mean state are preserved. Furthermore, not only do the origination, growth, and marring of the habits come from and by the same circumstances, but also the acts of working after the habits are formed will be exercised on the same: for so it is also with those other things which are more directly matters of sight, strength for instance: for this comes by taking plenty of food and doing plenty of work, and the man who has attained strength is best able to do these: and so it is with the Virtues, for not only do we by abstaining from pleasures come to be perfected in Self-Mastery, but when we have come to be so we can best abstain from them: similarly too with Courage: for it is by accustoming ourselves to despise objects of fear and stand up against them that we come to be brave; and after we have come to be so we shall be best able to stand up against such objects. And for a test of the formation of the habits we must take the pleasure or pain which succeeds the acts; for he is perfected in Self-Mastery who not only abstains from the bodily pleasures but is glad to do so; whereas he who abstains but is sorry to do it has not Self-Mastery: he again is brave who stands up against danger, either with positive pleasure or at least without any pain; whereas he who does it with pain is not brave.[6] For Moral Virtue has for its object-matter pleasures and pains, because by reason of pleasure we do what is bad, and by reason of pain decline doing what is right (for which cause, as Plato observes, men should have been trained straight from their childhood to receive pleasure and pain from proper objects, for this is the right education). Again: since Virtues have to do with actions and feelings, and on every feeling and every action pleasure and pain follow, here again is another proof that Virtue has for its object-matter pleasure and pain. The same is shown also by the fact that punishments are effected through the instrumentality of these; because they are of the nature of remedies, and it is the nature of remedies to be the contraries of the ills they cure. Again, to quote what we said before: every habit of the Soul by its very nature"
doc_62,natural_science,Descent_of_Man_Darwin,"359, 365, 369. On the moulting of Anthus, see Blyth, in ‘Ibis,’ 1867, p. 32.) But the gradations in the manner of moulting, which are known to occur with various birds, shew us how species, or whole groups, might have originally acquired their double annual moult, or having once gained the habit, have again lost it. With certain bustards and plovers the vernal moult is far from complete, some feathers being renewed, and some changed in colour. There is also reason to believe that with certain bustards and rail-like birds, which properly undergo a double moult, some of the older males retain their nuptial plumage throughout the year. A few highly modified feathers may merely be added during the spring to the plumage, as occurs with the disc-formed tail-feathers of certain drongos (Bhringa) in India, and with the elongated feathers on the back, neck, and crest of certain herons. By such steps as these, the vernal moult might be rendered more and more complete, until a perfect double moult was acquired. Some of the birds of paradise retain their nuptial feathers throughout the year, and thus have only a single moult; others cast them directly after the breeding-season, and thus have a double moult; and others again cast them at this season during the first year, but not afterwards; so that these latter species are intermediate in their manner of moulting. There is also a great difference with many birds in the length of time during which the two annual plumages are retained; so that the one might come to be retained for the whole year, and the other completely lost. Thus in the spring Machetes pugnax retains his ruff for barely two months. In Natal the male widow-bird (Chera progne) acquires his fine plumage and long tail-feathers in December or January, and loses them in March; so that they are retained only for about three months. Most species, which undergo a double moult, keep their ornamental feathers for about six months. The male, however, of the wild Gallus bankiva retains his neck-hackles for nine or ten months; and when these are cast off, the underlying black feathers on the neck are fully exposed to view. But with the domesticated descendant of this species, the neck-hackles of the male are immediately replaced by new ones; so that we here see, as to part of the plumage, a double moult changed under domestication into a single moult. (82. For the foregoing statements in regard to partial moults, and on old males retaining their nuptial plumage, see Jerdon, on bustards and plovers, in ‘Birds of India,’ vol. iii. pp. 617, 637, 709, 711. Also Blyth in ‘Land and Water,’ 1867, p. 84. On the moulting of Paradisea, see an interesting article by Dr. W. Marshall, ‘Archives Neerlandaises,’ tom. vi. 1871. On the Vidua, ‘Ibis,’ vol. iii. 1861, p. 133. On the Drongo-shrikes, Jerdon, ibid. vol. i. p. 435. On the vernal moult of the Herodias bubulcus, Mr. S.S. Allen, in ‘Ibis,’ 1863, p. 33. On Gallus bankiva, Blyth, in ‘Annals and Mag. of Natural History,’ vol. i. 1848, p. 455; see, also, on this subject, my ‘Variation of Animals under Domestication,’ vol. i. p. 236.) The common drake (Anas boschas), after the breeding-season, is well known to lose his male plumage for a period of three months, during which time he assumes that of the female. The male pin-tail duck (Anas acuta) loses his plumage for the shorter period of six weeks or two months; and Montagu remarks that “this double moult within so short a time is a most extraordinary circumstance,"
doc_63,natural_science,Voyage_Beagle_Darwin,"from the difficulty of several females associating together, and finding a male ready to undertake the office of incubation? It is evident that there must at first be some degree of association between at least two females; otherwise the eggs would remain scattered over the wide plain, at distances far too great to allow of the male collecting them into one nest: some authors have believed that the scattered eggs were deposited for the young birds to feed on. This can hardly be the case in America, because the huachos, although often found addled and putrid, are generally whole. When at the Rio Negro in Northern Patagonia, I repeatedly heard the Gauchos talking of a very rare bird which they called Avestruz Petise. They described it as being less than the common ostrich (which is there abundant), but with a very close general resemblance. They said its colour was dark and mottled, and that its legs were shorter, and feathered lower down than those of the common ostrich. It is more easily caught by the bolas than the other species. The few inhabitants who had seen both kinds, affirmed they could distinguish them apart from a long distance. The eggs of the small species appeared, however, more generally known; and it was remarked, with surprise, that they were very little less than those of the Rhea, but of a slightly different form, and with a tinge of pale blue. This species occurs most rarely on the plains bordering the Rio Negro; but about a degree and a half further south they are tolerably abundant. When at Port Desire, in Patagonia (lat. 48 degs.), Mr. Martens shot an ostrich; and I looked at it, forgetting at the moment, in the most unaccountable manner, the whole subject of the Petises, and thought it was a not full-grown bird of the common sort. It was cooked and eaten before my memory returned. Fortunately the head, neck, legs, wings, many of the larger feathers, and a large part of the skin, had been preserved; and from these a very nearly perfect specimen has been put together, and is now exhibited in the museum of the Zoological Society. Mr. Gould, in describing this new species, has done me the honour of calling it after my name. Among the Patagonian Indians in the Strait of Magellan, we found a half Indian, who had lived some years with the tribe, but had been born in the northern provinces. I asked him if he had ever heard of the Avestruz Petise? He answered by saying, ""Why, there are none others in these southern countries."" He informed me that the number of eggs in the nest of the petise is considerably less than in that of the other kind, namely, not more than fifteen on an average, but he asserted that more than one female deposited them. At Santa Cruz we saw several of these birds. They were excessively wary: I think they could see a person approaching when too far off to be distinguished themselves. In ascending the river few were seen; but in our quiet and rapid descent, many, in pairs and by fours or fives, were observed. It was remarked that this bird did not expand its wings, when first starting at full speed, after the manner of the northern kind. In conclusion I may observe, that the Struthio rhea inhabits the country of La Plata as far as a little south of the Rio Negro in lat. 41 degs., and that the Struthio Darwinii takes its place in Southern Patagonia; the part about the Rio"
doc_64,political_economy,Wealth_of_Nations_Smith,"Europe, to whom that trade gives employment, constitute a new market for the produce of the land, and the most advantageous of all markets; the home market for the corn and cattle, for the bread and butcher’s meat of Europe, is thus greatly extended by means of the trade to America. But that the monopoly of the trade of populous and thriving colonies is not alone sufficient to establish, or even to maintain, manufactures in any country, the examples of Spain and Portugal sufficiently demonstrate. Spain and Portugal were manufacturing countries before they had any considerable colonies. Since they had the richest and most fertile in the world, they have both ceased to be so. In Spain and Portugal, the bad effects of the monopoly, aggravated by other causes, have, perhaps, nearly overbalanced the natural good effects of the colony trade. These causes seem to be other monopolies of different kinds: the degradation of the value of gold and silver below what it is in most other countries; the exclusion from foreign markets by improper taxes upon exportation, and the narrowing of the home market, by still more improper taxes upon the transportation of goods from one part of the country to another; but above all, that irregular and partial administration of justice which often protects the rich and powerful debtor from the pursuit of his injured creditor, and which makes the industrious part of the nation afraid to prepare goods for the consumption of those haughty and great men, to whom they dare not refuse to sell upon credit, and from whom they are altogether uncertain of repayment. In England, on the contrary, the natural good effects of the colony trade, assisted by other causes, have in a great measure conquered the bad effects of the monopoly. These causes seem to be, the general liberty of trade, which, notwithstanding some restraints, is at least equal, perhaps superior, to what it is in any other country; the liberty of exporting, duty free, almost all sorts of goods which are the produce of domestic industry, to almost any foreign country; and what, perhaps, is of still greater importance, the unbounded liberty of transporting them from one part of our own country to any other, without being obliged to give any account to any public office, without being liable to question or examination of any kind; but, above all, that equal and impartial administration of justice, which renders the rights of the meanest British subject respectable to the greatest, and which, by securing to every man the fruits of his own industry, gives the greatest and most effectual encouragement to every sort of industry. If the manufactures of Great Britain, however, have been advanced, as they certainly have, by the colony trade, it has not been by means of the monopoly of that trade, but in spite of the monopoly. The effect of the monopoly has been, not to augment the quantity, but to alter the quality and shape of a part of the manufactures of Great Britain, and to accommodate to a market, from which the returns are slow and distant, what would otherwise have been accommodated to one from which the returns are frequent and near. Its effect has consequently been, to turn a part of the capital of Great Britain from an employment in which it would have maintained a greater quantity of manufacturing industry, to one in which it maintains a much smaller, and thereby to diminish, instead of increasing, the whole quantity of manufacturing industry maintained in Great Britain. The monopoly of the colony trade, therefore, like"
doc_65,political_economy,Rights_of_Man_Paine,"to support it; and now that there is one, he seeks an escape by condemning it. Not sufficiently content with abusing the National Assembly, a great part of his work is taken up with abusing Dr. Price (one of the best-hearted men that lives) and the two societies in England known by the name of the Revolution Society and the Society for Constitutional Information. Dr. Price had preached a sermon on the 4th of November, 1789, being the anniversary of what is called in England the Revolution, which took place 1688. Mr. Burke, speaking of this sermon, says: ""The political Divine proceeds dogmatically to assert, that by the principles of the Revolution, the people of England have acquired three fundamental rights: 1. To choose our own governors. 2. To cashier them for misconduct. 3. To frame a government for ourselves."" Dr. Price does not say that the right to do these things exists in this or in that person, or in this or in that description of persons, but that it exists in the whole; that it is a right resident in the nation. Mr. Burke, on the contrary, denies that such a right exists in the nation, either in whole or in part, or that it exists anywhere; and, what is still more strange and marvellous, he says: ""that the people of England utterly disclaim such a right, and that they will resist the practical assertion of it with their lives and fortunes."" That men should take up arms and spend their lives and fortunes, not to maintain their rights, but to maintain they have not rights, is an entirely new species of discovery, and suited to the paradoxical genius of Mr. Burke. The method which Mr. Burke takes to prove that the people of England have no such rights, and that such rights do not now exist in the nation, either in whole or in part, or anywhere at all, is of the same marvellous and monstrous kind with what he has already said; for his arguments are that the persons, or the generation of persons, in whom they did exist, are dead, and with them the right is dead also. To prove this, he quotes a declaration made by Parliament about a hundred years ago, to William and Mary, in these words: ""The Lords Spiritual and Temporal, and Commons, do, in the name of the people aforesaid"" (meaning the people of England then living) ""most humbly and faithfully submit themselves, their heirs and posterities, for Ever."" He quotes a clause of another Act of Parliament made in the same reign, the terms of which he says, ""bind us"" (meaning the people of their day), ""our heirs and our posterity, to them, their heirs and posterity, to the end of time."" Mr. Burke conceives his point sufficiently established by producing those clauses, which he enforces by saying that they exclude the right of the nation for ever. And not yet content with making such declarations, repeated over and over again, he farther says, ""that if the people of England possessed such a right before the Revolution"" (which he acknowledges to have been the case, not only in England, but throughout Europe, at an early period), ""yet that the English Nation did, at the time of the Revolution, most solemnly renounce and abdicate it, for themselves, and for all their posterity, for ever."" As Mr. Burke occasionally applies the poison drawn from his horrid principles, not only to the English nation, but to the French Revolution and the National Assembly, and charges that august, illuminated and illuminating body of"
